id,level,word,meaning_en,meaning_tr,meaning_es,meaning_ar,full_entry,article,pos,plural,forms,examples,page
b1_0138,B1,"anschnallen, schnallt an,","buckle up, buckle up","tokalamak, tokalamak","abróchate el cinturón, abróchate el cinturón",ربط حزام الأمان، ربط حزام الأمان,"anschnallen, schnallt an,",,word,,,"Vergiss nicht, dich anzuschnallen.",19
b1_0139,B1,"schnallte an,",buckled up,kemerli,abrochado,التوى,"schnallte an,",,word,,hat angeschnallt,,19
b1_0140,B1,"ansehen, sieht an, sah an,","look at, looks at, looked at","bak, baktı, baktı","mira, mira, mira",أنظر، أنظر، أنظر,"ansehen, sieht an, sah an, 1.",,word,,hat angesehen,Warum siehst du mich so erschrocken || an? || Darf ich eure Urlaubsfotos ansehen?,19
b1_0141,B1,"ansprechen, spricht an,","ansprechen, spricht an,","konuşmak, konuşmak","hablar con, hablar con",التحدث إلى، التحدث إلى,"ansprechen, spricht an,",,word,,,Gestern hat mich unsere neue,19
b1_0142,B1,"sprach an,",spoke up,konuştu,habló,تحدث,"sprach an,",,word,,hat angesprochen,Nachbarin im Treppenhaus || angesprochen.,19
b1_0143,B1,"der Anspruch, ¨-e","the claim, ¨-e","iddia, ¨-e","el reclamo, ¨-e",المطالبة، ¨-ه,"der Anspruch, ¨-e",der,noun,¨-e,,Sie wohnen im Stadtzentrum. || Deshalb haben Sie keinen Anspruch auf Fahrgeld.,19
b1_0144,B1,"anstellen, stellt an,","hire, hire","kiralamak, kiralamak","contratar, contratar",استئجار، استئجار,"anstellen, stellt an, 1.",,word,,,Können Sie bitte die Heizung,19
b1_0145,B1,"stellte an, hat angestellt","hired, hired","işe alındı, işe alındı","contratado, contratado",استأجرت، استأجرت,"stellte an, hat angestellt",,word,,,anstellen? || Mein Schwager ist bei einer Möbelfirma angestellt. || Da vorne ist die Kasse. || Du musst dich anstellen.,19
b1_0146,B1,"der Angestellte, -n","the employee, -n","çalışan, -n","el empleado, -n",الموظف -ن,"der Angestellte, -n",der,noun,-n,,Björn ist Angestellter in einem,19
b1_0147,B1,"die Angestellte, -n","the employee, -n","çalışan, -n","el empleado, -n",الموظف -ن,"die Angestellte, -n",die,noun,-n,,Reisebüro.,19
b1_0148,B1,sich anstrengen,make an effort,çaba göstermek,haz un esfuerzo,بذل جهد,"sich anstrengen, strengt 1.",,verb,,strengt 1.,Diese Arbeit strengt mich sehr an.,19
b1_0149,B1,sich an,yourself,kendin,tú mismo,نفسك,"sich an, strengte sich an, 2.",,verb,,"strengte sich an, 2., hat sich angestrengt","Wenn du die Prüfung schaffen willst, || musst du dich mehr anstrengen.",19
b1_0150,B1,anstrengend,stressful,stresli,lleno de tensión,مرهقة,anstrengend,,word,,,Ich finde diese Arbeit sehr anstrengend.,19
b1_0151,B1,"der Antrag, ¨-e","the application, ¨-e","uygulama, ¨-e","la aplicación, ¨-e",التطبيق، ¨-ه,"der Antrag, ¨-e",der,noun,¨-e,,Haben Sie schon einen Antrag für das Wohngeld ausgefüllt?,19
b1_0152,B1,"anwenden, wendet an,","apply, applies","uygulamak, uygulamak","aplicar, aplica",يطبق، يطبق,"anwenden, wendet an,",,word,,,Diese Salbe muss man dreimal am Tag,19
b1_0153,B1,"wandte an, hat ange-","applied, applied","wandte an, hat ange-","aplicado, aplicado",مطبق، مطبق,"wandte an, hat ange-",,word,,,anwenden.,19
b1_0154,B1,wandt/angewendet,applied/applied,uygulandı/uygulandı,aplicado/aplicado,مطبق / مطبق,wandt/angewendet,,word,,,,19
b1_0155,B1,anwesend,present,Sunmak,presente,حاضر,anwesend,,word,,,Bei dem Treffen waren alle Mitglieder anwesend.,19
b1_0156,B1,"antworten, antwortet,","answer, answer","cevapla, cevapla","responder, responder",أجب، أجب,"antworten, antwortet,",,word,,,Jorge hat seit drei Wochen nicht auf,19
b1_0157,B1,"antwortete, hat geant-","answered, answered","cevaplandı, cevaplandı","respondió, respondió",أجاب، أجاب,"antwortete, hat geant-",,word,,,meinen Brief geantwortet.,19
b1_0158,B1,wortet,says,diyor,dice,يقول,wortet,,word,,,,19
b1_0159,B1,"die Antwort, -en",the answers,cevaplar,las respuestas,الإجابات,"die Antwort, -en",die,noun,-en,,Leider habe ich keine Antwort bekommen.,19
b1_0160,B1,"der Anwalt, ¨-e","the lawyer, ¨-e","avukat, ¨-e","el abogado, ¨-e",المحامي، ¨-ه,"der Anwalt, ¨-e",der,noun,¨-e,,Ich werde das nicht bezahlen. || Ich,19
b1_0161,B1,"die Anwältin, -nen","the lawyer, -nen","avukat, -nen","el abogado, -nen",المحامي -نين,"die Anwältin, -nen",die,noun,-nen,,möchte zuerst mit meinem Anwalt sprechen.,19
b1_0162,B1,"anzeigen, zeigt an,","show, shows","gösteri, gösteriler","espectáculo, espectáculos",عرض، عروض,"anzeigen, zeigt an,",,word,,,"Wenn Sie hier parken, zeige ich Sie an.",19
b1_0163,B1,"zeigte an, hat angezeigt","indicated, has indicated","belirtti, belirtti","indicado, ha indicado",أشار، وقد أشار,"zeigte an, hat angezeigt",,word,,,,19
b1_0164,B1,"die Anzeige, -n1.","the display, -n1.","ekran, -n1.","la pantalla, -n1.",العرض،-ن1.,"die Anzeige, -n1.",die,noun,-n1.,,"Ich habe alle Anzeigen gelesen, aber die Wohnungen sind zu teuer. || Hier dürfen Sie nicht parken, sonst bekommen Sie eine Anzeige.",19
b1_0165,B1,(sich) anziehen,(to get dressed,(giyinmek için,(vestirse,(لارتداء ملابسه,"(sich) anziehen, zieht an, 1.",,verb,,"zieht an, 1.","Du musst dich wärmer anziehen, sonst",19
b1_0166,B1,zog an,pulled on,çekildi,tirado,تم سحبه,"zog an, hat angezogen",,verb,,hat angezogen,erkältest du dich. || Heute ziehe ich mein neues T-Shirt an.,19
b1_0167,B1,"der Anzug, ¨-e","the suit, ¨-e","takım elbise, ¨-e","el traje, ¨-e",الدعوى، ¨-ه,"der Anzug, ¨-e",der,noun,¨-e,,Mein Mann hat sich einen neuen Anzug gekauft.,19
b1_0168,B1,"das Apartment, -s","the apartment, -s","daire, -s","el apartamento, -s",الشقة -س,"das Apartment, -s",das,noun,-s,,Wir haben ein Ferienapartment gemietet.,19
b1_0169,B1,"der Apfel, ¨-",the Apple-,elma-,la manzana-,التفاح-,"der Apfel, ¨-",der,noun,¨-,,Zum Frühstück esse ich jeden Tag einen Apfel.,19
b1_0170,B1,"die Apotheke, -n","the pharmacy, -n","eczane, -n","la farmacia, -n",الصيدلية، -ن,"die Apotheke, -n",die,noun,-n,,Ist hier in der Nähe eine Apotheke?,19
b1_0171,B1,"der Apparat, -e","the apparatus, -e","aparat, -e","el aparato, -e",الجهاز، -ه,"der Apparat, -e 1.",der,noun,-e 1.,,Können Sie den Apparat bitte etwas leiser stellen? || Wo ist mein Fotoapparat?,19
b1_0172,B1,der Appetit,the appetite,iştah,el apetito,الشهية,der Appetit 1.,der,noun,,,Ich habe heute keinen Appetit. || Ich mag nichts essen. || Auf was hast du Appetit? || Vielleicht auf einen Salat? || Guten Appetit!,19
b1_0173,B1,"die Aprikose, -n (D, CH) → Schmecken","the apricot, -n (D, CH) → taste","kayısı, -n (D, CH) → tat","el albaricoque, -n (D, CH) → sabor",المشمش، -n (D، CH) → الذوق,"die Aprikose, -n (D, CH) → Schmecken",die,noun,"-n (D, CH) → Schmecken",,dir die Aprikosen?,19
b1_0174,B1,A: Marille,A: Apricot,C: Kayısı,R: albaricoque,ج: المشمش,A: Marille,,noun,,,,19
b1_0175,B1,"arbeiten, arbeitet,","work, works","iş, işler","trabajo, obras",العمل، يعمل,"arbeiten, arbeitet, 1.",,word,,,Er arbeitet heute bis 16 Uhr.,19
b1_0176,B1,"arbeitete, hat gearbeitet","worked, worked","çalıştı, çalıştı","trabajado, trabajado",عملت، عملت,"arbeitete, hat gearbeitet 2.",,word,,,Arzu arbeitet als Krankenschwester im Krankenhaus.,19
b1_0177,B1,"die Arbeit, -en1.","the work, -en1.","iş, -en1.","la obra, -en1.",العمل، -en1.,"die Arbeit, -en1.",die,noun,-en1.,,Wie gefällt dir deine Arbeit? || Nach der Ausbildung hat Mohamed eine Arbeit gefunden.,19
b1_0178,B1,"der Arbeiter, -","the worker, -","işçi, -","el trabajador, -",العامل، -,"der Arbeiter, -",der,noun,-,,Maria ist seit zwei Jahren Arbeiterin,19
b1_0179,B1,"die Arbeiterin, -nen","the worker, -nen","işçi, -nen","el trabajador, -nen",العامل -نين,"die Arbeiterin, -nen",die,noun,-nen,,bei Siemens.,19
b1_0180,B1,die Arbeitserlaubnis,the work permit,çalışma izni,el permiso de trabajo,تصريح العمل,die Arbeitserlaubnis,die,noun,,,Haben Sie eine Arbeitserlaubnis?,19
b1_0181,B1,arbeitslos,unemployed,arbeitslos,desempleados,غير موظف,arbeitslos,,word,,,Wie lange sind Sie schon arbeitslos?,19
b1_0182,B1,die Arbeitslosigkeit,the unemployment,işsizlik,el desempleo,البطالة,die Arbeitslosigkeit,die,noun,,,Die Arbeitslosigkeit ist gesunken.,19
b1_0183,B1,"der Arbeitsplatz, ¨-e","the workplace, ¨-e","işyeri, ¨-e","el lugar de trabajo, ¨-e",مكان العمل، ¨-ه,"der Arbeitsplatz, ¨-e",der,noun,¨-e,,In der Industrie gibt es immer weniger Arbeitsplätze.,19
b1_0184,B1,"die Arbeitsstelle, -n","the job, -n","iş, -n","el trabajo, -n",الوظيفة، -ن,"die Arbeitsstelle, -n",die,noun,-n,,Meine Frau hat eine neue Arbeitsstelle gefunden.,19
b1_0185,B1,"der Architekt, -en","the architect, -en","mimar, -tr","el arquitecto, -es",المهندس المعماري، -en,"der Architekt, -en",der,noun,-en,,Dieses Haus hat eine berühmte,20
b1_0186,B1,"die Architektin, -nen","the architect, -nen","mimar, -nen","el arquitecto, -nen",المهندس المعماري، -نين,"die Architektin, -nen",die,noun,-nen,,Architektin gebaut.,20
b1_0187,B1,(sich) ärgern,(get angry,(sinirlenmek,(enojarse,(تغضب,"(sich) ärgern, ärgert, 1.",,verb,,"ärgert, 1.",Ärgern Sie sich nicht.,20
b1_0188,B1,"ärgerte, hat geärgert","annoyed, annoyed","sinirlenmiş, sinirlenmiş","molesto, molesto",منزعج، منزعج,"ärgerte, hat geärgert 2.",,word,,,Mein Bruder hat mich schon als Kind immer geärgert.,20
b1_0189,B1,der Ärger,the anger,öfke,la ira,الغضب,der Ärger,der,noun,,,Ich hatte heute Ärger im Büro. || Ich habe mich mit einem Kollegen gestritten.,20
b1_0190,B1,ärgerlich,annoying,sinir bozucu,irritante,مزعج,ärgerlich,,adjective,,,Der Zug hat schon wieder Verspätung. || Das ist wirklich ärgerlich.,20
b1_0191,B1,arm,arm,kol,brazo,ذراع,arm 1.,,adjective,,,Die Regierung hilft armen Nachbarländern. || Ich hätte gerne 200 g fettarmen Käse.,20
b1_0192,B1,"der Arm, -e",the poor,fakir,los pobres,الفقراء,"der Arm, -e",der,noun,-e,,Mein Freund hat sich den Arm gebrochen.,20
b1_0193,B1,"die Art, -en","the way, -en","yol, -tr",el camino,الطريق -en,"die Art, -en 1.",die,noun,-en 1.,,Im Zoo haben sie 34 verschiedene Arten von Vögeln. || Seine Art gefällt mir nicht. || Man kann auf unterschiedliche Art und Weise ein Fest feiern.,20
b1_0194,B1,"der Artikel, -","the article, -","makale, -","el artículo, -",المادة، -,"der Artikel, - 1.",der,noun,- 1.,,"Ich habe einen interessanten Artikel gelesen. || Im Deutschen gibt es drei Artikel: der, die, das.",20
b1_0195,B1,"der Arzt, ¨-e","the doctor, ¨-e","doktor, ¨-e","el doctor, ¨-e",الطبيب، ¨-ه,"der Arzt, ¨-e 1.",der,noun,¨-e 1.,,Ich muss heute zum Arzt.,20
b1_0196,B1,"die Ärztin, -nen","the doctor, -nen","doktor, -nen","el doctor, -nen",الطبيب، -نين,"die Ärztin, -nen 2.",die,noun,-nen 2.,,Wann warst du beim Zahnarzt?,20
b1_0197,B1,das Asyl,the asylum,sığınma,el asilo,اللجوء,das Asyl,das,noun,,,Die Menschen sind auf der Flucht und bitten um Asyl.,20
b1_0198,B1,"atmen, atmet, atmete,","breathe, breathe, breathed","nefes al, nefes al, nefes al","respira, respira, respira",تنفس، تنفس، تنفس,"atmen, atmet, atmete,",,word,,hat geatmet,Er hat eine Erkältung und kann nicht || durch die Nase atmen.,20
b1_0199,B1,der Atem,der Atem,nefes,el aliento,التنفس,der Atem,der,noun,,,Bitte den Atem anhalten.,20
b1_0200,B1,auch,also,Ayrıca,también,أيضًا,auch 1.,,word,,,"Ich muss leider gehen. || – Ich auch. || Ich arbeite die ganze Woche und muss auch am Wochenende arbeiten. || Wir fahren auf jeden Fall, auch wenn es regnet. || Der Zug ist gerade eben abgefahren. || Warum kommst du auch so spät!",20
b1_0201,B1,auf,on,Açık,en,على,auf 1.,,preposition,,,"Deine Brille liegt auf dem Schreibtisch. || Die Kinder spielen unten auf der Straße. || Meine Eltern leben auf dem Land. || Gestern waren wir auf einer Party. || Auf unsere Anzeige in der Abendzeitung hat sich noch niemand gemeldet. || Wie heißt das auf Deutsch? || Meine Tochter kommt nächstes Jahr aufs Gymnasium. (D) (A, CH: ins) || Im Mai war ich auf Urlaub. (A) (D: in) || Ich bin schon seit zwei Stunden auf.",20
b1_0202,B1,10.Komm,10.Come,10.Gel,10.Ven,10. تعال,10.Komm,,other,,,"herein, die Tür ist auf. (D) (A, CH: offen)",20
b1_0203,B1,"der Aufenthalt, -e","the stay, -e","konaklama, -e","la estancia, -e",الإقامة، -ه,"der Aufenthalt, -e 1.",der,noun,-e 1.,,Der Zug hat in München nur 20 Minuten Aufenthalt. || Wir wünschen Ihnen einen angenehmen Aufenthalt.,20
b1_0204,B1,"auffallen, fällt auf,","stand out, stand out","öne çıkmak, öne çıkmak","destacar, destacar",تبرز، تبرز,"auffallen, fällt auf,",,word,,,"Mir ist aufgefallen, dass Harriett ganz",20
b1_0205,B1,fiel auf,stood out,göze çarpıyordu,destacó,وقفت,"fiel auf, ist aufgefallen",,verb,,ist aufgefallen,blass ist.,20
b1_0206,B1,"auffordern, fordert auf,","prompt, prompt","istem, istem","rápido, rápido",موجه، موجه,"auffordern, fordert auf, 1.",,word,,,"Sie forderte mich auf, meine Meinung",20
b1_0207,B1,"forderte auf,",prompted,istendi,incitado,مطالب,"forderte auf,",,word,,hat aufgefordert,zu sagen. || Er fordert sie zum Tanz auf.,20
b1_0208,B1,"die Aufforderung, -en","the request, -en","istek, -en","la solicitud, -es",الطلب -en,"die Aufforderung, -en",die,noun,-en,,"Sie erhalten eine Aufforderung, den Betrag bis Juni zu zahlen.",20
b1_0209,B1,"aufführen, führt auf,","perform, performs","gerçekleştirmek, gerçekleştirmek","realizar, realiza",يؤدي، يؤدي,"aufführen, führt auf,",,word,,,Die Kinder führen zu Weihnachten ein,20
b1_0210,B1,"führte auf, hat aufgeführt","performed, has performed","gerçekleştirdi, gerçekleştirdi","realizado, ha realizado",قام، قام,"führte auf, hat aufgeführt",,word,,,Theaterstück auf.,20
b1_0211,B1,"die Aufgabe, -n","the task, -n","görev, -n","la tarea, -n",المهمة، -ن,"die Aufgabe, -n 1.",die,noun,-n 1.,,Hast du deine Hausaufgaben für die Schule schon gemacht? || Das ist nicht meine Aufgabe.,20
b1_0212,B1,"aufgeben, gibt auf, gab","give up, gives up, gave up","vazgeçmek, vazgeçmek, vazgeçmek","rendirse, rendirse, rendirse",استسلم، استسلم، استسلم,"aufgeben, gibt auf, gab 1.",,word,,,Ich habe auf der Post ein Paket,20
b1_0213,B1,auf,on,Açık,en,على,"auf, hat aufgegeben",,verb,,hat aufgegeben,aufgegeben. || Man darf nie aufgeben. || Es gibt immer eine Hoffnung.,20
b1_0214,B1,"aufhalten, hält auf, hielt","stop, stops, stopped","dur, durur, durdu","para, se detiene, se detiene",توقف، توقف، توقف,"aufhalten, hält auf, hielt 1.",,word,,,Wo hält er sich gerade auf? || – In,20
b1_0215,B1,auf,on,Açık,en,على,"auf, hat aufgehalten",,verb,,hat aufgehalten,"München. || Darf ich Ihnen die Tür aufhalten? || Entschuldigen Sie die Verspätung, ich wurde aufgehalten.",20
b1_0216,B1,"aufheben, hebt auf,","cancel, cancel","iptal etmek, iptal etmek","cancelar, cancelar",إلغاء، إلغاء,"aufheben, hebt auf, 1.",,word,,,Lassen Sie die Papiere nur auf dem,20
b1_0217,B1,hob auf,picked up,aldı,recogido,التقطت,"hob auf, hat aufgehoben",,verb,,hat aufgehoben,"Boden liegen, ich hebe sie schon auf. || Die Quittung müssen Sie gut aufheben.",20
b1_0218,B1,"aufhören, hört auf,","stop, stop","dur, dur","parar, parar",توقف، توقف,"aufhören, hört auf, 1.",,word,,,Es hört nicht auf zu schneien.,20
b1_0219,B1,"hörte auf, hat aufgehört","stopped, has stopped","durdu, durdu","se detuvo, se ha detenido",توقف، توقف,"hörte auf, hat aufgehört 2.",,word,,,Wann hört ihr mit der Arbeit auf? || Hier hört die Hauptstraße auf.,20
b1_0220,B1,"aufladen, lädt auf, lud auf,","charging, charging, charging","şarj etme, şarj etme, şarj etme","cargando, cargando, cargando",شحن، شحن، شحن,"aufladen, lädt auf, lud auf,",,word,,hat aufgeladen,Ich muss mein Telefon aufladen. || Die || Batterie ist leer.,20
b1_0221,B1,"auflösen, löst auf,","dissolve, dissolve","eritmek, eritmek","disolver, disolver",يذوب، يذوب,"auflösen, löst auf,",,word,,,Die Tablette bitte in Wasser auflösen.,20
b1_0222,B1,"löste auf, hat aufgelöst","dissolved, has dissolved","çözüldü, çözüldü","disuelto, se ha disuelto",ذاب، ذاب,"löste auf, hat aufgelöst",,word,,,,20
b1_0223,B1,aufmerksam,attentive,özenli,atento,منتبه,aufmerksam 1.,,adjective,,,"Die Schülerin hörte aufmerksam zu. || Ich mache Sie darauf aufmerksam, dass wir in einer halben Stunde schließen.",20
b1_0224,B1,"aufnehmen, nimmt auf,","record, records","kayıt, kayıtlar","registro, registros",سجل، سجلات,"aufnehmen, nimmt auf, 1.",,word,,,Wir haben Aneta in unseren Verein,20
b1_0225,B1,"nahm auf,",took up,aldı,tomó,تولى,"nahm auf,",,word,,hat aufgenommen,aufgenommen. || Ich habe den Film im Urlaub aufgenommen.,20
b1_0226,B1,"die Aufnahme, -n","the recording, -n","kayıt, -n","la grabación, -n",التسجيل، -ن,"die Aufnahme, -n",die,noun,-n,,Bitte seid leise! || – Ich starte die Aufnahme.,20
b1_0227,B1,"aufpassen, passt auf,","watch out, watch out","dikkat et, dikkat et","cuidado, cuidado",احترس، احترس,"aufpassen, passt auf, 1.",,word,,,Tut mir leid. || Da habe ich wohl nicht,21
b1_0228,B1,"passte auf,",paid attention,dikkat ettim,prestó atención,انتبه,"passte auf,",,word,,hat aufgepasst,aufgepasst. || Ich muss zu Hause bleiben und auf die Kinder aufpassen.,21
b1_0229,B1,"aufräumen, räumt auf,","clean up, clean up","temizlemek, temizlemek","limpiar, limpiar",تنظيف، تنظيف,"aufräumen, räumt auf,",,word,,,Vor meinem Urlaub muss ich unbed-,21
b1_0230,B1,"räumte auf,",cleaned up,temizlendi,limpiado,تنظيفها,"räumte auf,",,word,,hat aufgeräumt,ingt noch meinen Schreibtisch || aufräumen.,21
b1_0231,B1,"aufregen, regt auf,","upset, upset","üzgün, üzgün","molesto, molesto",منزعج، منزعج,"aufregen, regt auf, 1.",,word,,,"Es regt mich auf, dass ich schon wieder",21
b1_0232,B1,"regte auf,",got upset,"regte auf,",se molestó,انزعجت,"regte auf,",,word,,hat aufgeregt,Überstunden machen muss. || Ganz ruhig! || Bitte regen Sie sich nicht auf. || Heute hast du eine Prüfung. || Bist du schon aufgeregt? || Die Musikgruppe zu erleben war sehr aufregend.,21
b1_0233,B1,"aufstehen, steht auf,","get up, get up","kalk, kalk","levántate, levántate",انهض، انهض,"aufstehen, steht auf, 1.",,word,,,Ich stehe jeden Morgen um sechs Uhr,21
